voyage_id,split,action_id,action_name,q_h2,q_batt,q_soc,q_fc_var,sample_count,transition_count,completed,episode_steps,minimum_soc,final_soc,total_fixed_reward,mean_fixed_reward_per_step,hydrogen_kg,battery_net_energy_kwh,maximum_fc_step_change_kw,first_failure_decision_index,first_failure_execution_index,failure_soc,failure_previous_fc_kw,future_6_loads,solver_status
voyage_015,train,0,candidate_C,0.25,0.4,12.0,20.0,21571,21570,True,21570,0.39277491729619596,0.5883868128069126,-369458.2012601725,-17.1283357097901,92.53008091745005,-23.95337119151399,0.49653242994440916,,,,,,solved
voyage_015,train,1,fast_fc_response,0.25,0.6,12.0,5.0,21571,21570,True,21570,0.4050184899235468,0.5367233908591343,-211582.87565692406,-9.8091272905389,90.38631220330475,8.284604103899099,1.5478078598370644,,,,,,solved
voyage_015,train,2,medium_response,0.25,0.5,10.0,10.0,21571,21570,True,21570,0.3970820090189705,0.5530784947045476,-278173.19214325654,-12.896300053002157,91.08075372136284,-1.9209806956341295,0.8030517294604635,,,,,,solved
voyage_015,train,3,balanced,0.25,0.4,10.0,12.0,21571,21570,True,21570,0.4001142826853771,0.5638109937983798,-296487.25150776684,-13.745352411115755,91.56656010249958,-8.618060130189106,0.6106360284740902,,,,,,solved
voyage_015,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,21571,21570,True,21570,0.35455100451680877,0.6415201728720905,-787574.491258209,-36.512493799638804,94.88593439557297,-57.10858787218444,0.42179278566719347,,,,,,solved
voyage_015,train,5,soc_recovery,0.15,0.35,20.0,12.0,21571,21570,True,21570,0.4221044372196749,0.572621546833894,-135789.8242900329,-6.295309424665411,91.90096449133388,-14.11584522435011,0.8356096838001008,,,,,,solved
voyage_015,train,6,economic_discharge,0.5,0.25,6.0,8.0,21571,21570,True,21570,0.30558655376401217,0.4867154156591885,-1616415.3701845512,-74.93812564601535,89.11377682087614,39.4895806286653,0.6246334895945438,,,,,,solved
voyage_016,train,0,candidate_C,0.25,0.4,12.0,20.0,28771,28770,False,6390,,,,,,,,6390,6391,0.20056466288284863,560.0,"[806.9632741034629,807.1351561625587,807.2599009078804,807.3417823335506,807.3850744336941,807.3940512024344]",primal infeasible
voyage_016,train,1,fast_fc_response,0.25,0.6,12.0,5.0,28771,28770,False,7092,,,,,,,,7092,7093,0.2006280820613162,560.0,"[809.3459060180854,808.7847851193064,808.1990948188029,807.5907020632081,806.961473799156,806.3132769732797]",primal infeasible
voyage_016,train,2,medium_response,0.25,0.5,10.0,10.0,28771,28770,False,6769,,,,,,,,6769,6770,0.20056124909960865,560.0000000000001,"[805.4988596412556,805.5513435997282,805.6074116109512,805.66838653636,805.7355912373891,805.8103485754749]",primal infeasible
voyage_016,train,3,balanced,0.25,0.4,10.0,12.0,28771,28770,False,6610,,,,,,,,6610,6611,0.20056159965479003,559.9999999999999,"[801.4032641685211,801.8574590226142,802.3208442287652,802.7903739682326,803.263002422275,803.7356837721508]",primal infeasible
